ipv6卫视,#genre#
CCTV兵器科技,http://121.29.169.225:7777/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.169.225:8888/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.215.204:7777/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.215.204:8888/rtp/239.253.93.47:6435
CCTV世界地理,http://121.29.133.109:8888/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.107:7777/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.107:8888/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.223:7777/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.223:8888/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.225:7777/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.169.225:8888/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.215.204:7777/rtp/239.253.92.131:6113
CCTV世界地理,http://121.29.215.204:8888/rtp/239.253.92.131:6113
CCTV女性时尚,http://121.29.133.109:8888/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.107:7777/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.107:8888/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.223:7777/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.223:8888/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.225:7777/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.169.225:8888/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.215.204:7777/rtp/239.253.92.144:6114
CCTV女性时尚,http://121.29.215.204:8888/rtp/239.253.92.144:6114
「联通」卫视高清,#genre#
湖南卫视,http://121.29.133.109:8888/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.107:7777/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.107:8888/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.223:7777/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.223:8888/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.225:7777/rtp/239.253.92.84:8015
湖南卫视,http://121.29.169.225:8888/rtp/239.253.92.84:8015
湖南卫视,http://121.29.215.204:7777/rtp/239.253.92.84:8015
湖南卫视,http://121.29.215.204:8888/rtp/239.253.92.84:8015
浙江卫视,http://121.29.133.109:8888/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.107:7777/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.107:8888/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.223:7777/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.223:8888/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.225:7777/rtp/239.253.92.90:8020
浙江卫视,http://121.29.169.225:8888/rtp/239.253.92.90:8020
浙江卫视,http://121.29.215.204:7777/rtp/239.253.92.90:8020
浙江卫视,http://121.29.215.204:8888/rtp/239.253.92.90:8020
江苏卫视,http://121.29.133.109:8888/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.107:7777/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.107:8888/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.223:7777/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.223:8888/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.225:7777/rtp/239.253.92.88:8018
江苏卫视,http://121.29.169.225:8888/rtp/239.253.92.88:8018
江苏卫视,http://121.29.215.204:7777/rtp/239.253.92.88:8018
江苏卫视,http://121.29.215.204:8888/rtp/239.253.92.88:8018
北京卫视,http://121.29.133.109:8888/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.107:7777/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.107:8888/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.223:7777/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.223:8888/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.225:7777/rtp/239.253.92.87:8014
北京卫视,http://121.29.169.225:8888/rtp/239.253.92.87:8014
北京卫视,http://121.29.215.204:7777/rtp/239.253.92.87:8014
北京卫视,http://121.29.215.204:8888/rtp/239.253.92.87:8014
东南卫视,http://121.29.133.109:8888/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.107:7777/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.107:8888/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.223:7777/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.223:8888/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.225:7777/rtp/239.253.92.201:6146
东南卫视,http://121.29.169.225:8888/rtp/239.253.92.201:6146
东南卫视,http://121.29.215.204:7777/rtp/239.253.92.201:6146
东南卫视,http://121.29.215.204:8888/rtp/239.253.92.201:6146
东方卫视,http://121.29.133.109:8888/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.107:7777/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.107:8888/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.223:7777/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.223:8888/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.225:7777/rtp/239.253.92.89:8019
东方卫视,http://121.29.169.225:8888/rtp/239.253.92.89:8019
东方卫视,http://121.29.215.204:7777/rtp/239.253.92.89:8019
东方卫视,http://121.29.215.204:8888/rtp/239.253.92.89:8019
天津卫视,http://121.29.133.109:8888/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.107:7777/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.107:8888/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.223:7777/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.223:8888/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.225:7777/rtp/239.253.92.91:8021
天津卫视,http://121.29.169.225:8888/rtp/239.253.92.91:8021
天津卫视,http://121.29.215.204:7777/rtp/239.253.92.91:8021
天津卫视,http://121.29.215.204:8888/rtp/239.253.92.91:8021
深圳卫视,http://121.29.133.109:8888/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.107:7777/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.107:8888/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.223:7777/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.223:8888/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.225:7777/rtp/239.253.92.86:8017
深圳卫视,http://121.29.169.225:8888/rtp/239.253.92.86:8017
深圳卫视,http://121.29.215.204:7777/rtp/239.253.92.86:8017
深圳卫视,http://121.29.215.204:8888/rtp/239.253.92.86:8017
山东卫视,http://121.29.133.109:8888/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.107:7777/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.107:8888/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.223:7777/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.223:8888/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.225:7777/rtp/239.253.92.207:8109
山东卫视,http://121.29.169.225:8888/rtp/239.253.92.207:8109
山东卫视,http://121.29.215.204:7777/rtp/239.253.92.207:8109
山东卫视,http://121.29.215.204:8888/rtp/239.253.92.207:8109
广东卫视,http://121.29.133.109:8888/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.107:7777/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.107:8888/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.223:7777/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.223:8888/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.225:7777/rtp/239.253.92.206:8108
广东卫视,http://121.29.169.225:8888/rtp/239.253.92.206:8108
广东卫视,http://121.29.215.204:7777/rtp/239.253.92.206:8108
广东卫视,http://121.29.215.204:8888/rtp/239.253.92.206:8108
黑龙江卫视,http://121.29.133.109:8888/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.107:7777/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.107:8888/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.223:7777/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.223:8888/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.225:7777/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.169.225:8888/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.215.204:7777/rtp/239.253.92.85:8016
黑龙江卫视,http://121.29.215.204:8888/rtp/239.253.92.85:8016
辽宁卫视,http://121.29.133.109:8888/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.107:7777/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.107:8888/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.223:7777/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.223:8888/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.225:7777/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.169.225:8888/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.215.204:7777/rtp/239.253.92.115:6056
辽宁卫视,http://121.29.215.204:8888/rtp/239.253.92.115:6056
安徽卫视,http://121.29.133.109:8888/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.107:7777/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.107:8888/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.223:7777/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.223:8888/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.225:7777/rtp/239.253.92.209:6566
安徽卫视,http://121.29.169.225:8888/rtp/239.253.92.209:6566
安徽卫视,http://121.29.215.204:7777/rtp/239.253.92.209:6566
安徽卫视,http://121.29.215.204:8888/rtp/239.253.92.209:6566
湖北卫视,http://121.29.133.109:8888/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.107:7777/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.107:8888/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.223:7777/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.223:8888/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.225:7777/rtp/239.253.92.210:6567
湖北卫视,http://121.29.169.225:8888/rtp/239.253.92.210:6567
湖北卫视,http://121.29.215.204:7777/rtp/239.253.92.210:6567
湖北卫视,http://121.29.215.204:8888/rtp/239.253.92.210:6567
四川卫视,http://121.29.133.109:8888/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.107:7777/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.107:8888/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.223:7777/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.223:8888/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.225:7777/rtp/239.253.92.16:6043
四川卫视,http://121.29.169.225:8888/rtp/239.253.92.16:6043
四川卫视,http://121.29.215.204:7777/rtp/239.253.92.16:6043
四川卫视,http://121.29.215.204:8888/rtp/239.253.92.16:6043
重庆卫视,http://121.29.133.109:8888/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.107:7777/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.107:8888/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.223:7777/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.223:8888/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.225:7777/rtp/239.253.92.10:6053
重庆卫视,http://121.29.169.225:8888/rtp/239.253.92.10:6053
重庆卫视,http://121.29.215.204:7777/rtp/239.253.92.10:6053
重庆卫视,http://121.29.215.204:8888/rtp/239.253.92.10:6053
河南卫视,http://121.29.133.109:8888/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.107:7777/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.107:8888/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.223:7777/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.223:8888/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.225:7777/rtp/239.253.92.137:6144
河南卫视,http://121.29.169.225:8888/rtp/239.253.92.137:6144
河南卫视,http://121.29.215.204:7777/rtp/239.253.92.137:6144
河南卫视,http://121.29.215.204:8888/rtp/239.253.92.137:6144
广西卫视,http://121.29.133.109:8888/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.107:7777/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.107:8888/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.223:7777/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.223:8888/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.225:7777/rtp/239.253.92.76:8043
广西卫视,http://121.29.169.225:8888/rtp/239.253.92.76:8043
广西卫视,http://121.29.215.204:7777/rtp/239.253.92.76:8043
广西卫视,http://121.29.215.204:8888/rtp/239.253.92.76:8043
贵州卫视,http://121.29.133.109:8888/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.107:7777/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.107:8888/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.223:7777/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.223:8888/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.225:7777/rtp/239.253.92.105:6055
贵州卫视,http://121.29.169.225:8888/rtp/239.253.92.105:6055
贵州卫视,http://121.29.215.204:7777/rtp/239.253.92.105:6055
贵州卫视,http://121.29.215.204:8888/rtp/239.253.92.105:6055
江西卫视,http://121.29.133.109:8888/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.107:7777/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.107:8888/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.223:7777/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.223:8888/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.225:7777/rtp/239.253.92.19:6145
江西卫视,http://121.29.169.225:8888/rtp/239.253.92.19:6145
江西卫视,http://121.29.215.204:7777/rtp/239.253.92.19:6145
江西卫视,http://121.29.215.204:8888/rtp/239.253.92.19:6145
吉林卫视,http://121.29.133.109:8888/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.107:7777/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.107:8888/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.223:7777/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.223:8888/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.225:7777/rtp/239.253.92.202:6147
吉林卫视,http://121.29.169.225:8888/rtp/239.253.92.202:6147
吉林卫视,http://121.29.215.204:7777/rtp/239.253.92.202:6147
吉林卫视,http://121.29.215.204:8888/rtp/239.253.92.202:6147
海南卫视,http://121.29.133.109:8888/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.107:7777/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.107:8888/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.223:7777/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.223:8888/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.225:7777/rtp/239.253.93.155:6323
海南卫视,http://121.29.169.225:8888/rtp/239.253.93.155:6323
海南卫视,http://121.29.215.204:7777/rtp/239.253.93.155:6323
海南卫视,http://121.29.215.204:8888/rtp/239.253.93.155:6323
「联通」动漫卡通,#genre#
金鹰卡通,http://121.29.133.109:8888/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.107:7777/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.107:8888/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.223:7777/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.223:8888/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.225:7777/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.169.225:8888/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.215.204:7777/rtp/239.253.92.163:8055
金鹰卡通,http://121.29.215.204:8888/rtp/239.253.92.163:8055
卡酷少儿,http://121.29.133.109:8888/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.107:7777/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.107:8888/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.223:7777/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.223:8888/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.225:7777/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.169.225:8888/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.215.204:7777/rtp/239.253.92.162:8054
卡酷少儿,http://121.29.215.204:8888/rtp/239.253.92.162:8054
嘉佳卡通,http://121.29.133.109:8888/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.107:7777/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.107:8888/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.223:7777/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.223:8888/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.225:7777/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.169.225:8888/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.215.204:7777/rtp/239.253.93.203:6381
嘉佳卡通,http://121.29.215.204:8888/rtp/239.253.93.203:6381
优漫卡通,http://121.29.133.109:8888/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.107:7777/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.107:8888/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.223:7777/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.223:8888/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.225:7777/rtp/239.253.93.204:6382
优漫卡通,http://121.29.169.225:8888/rtp/239.253.93.204:6382
优漫卡通,http://121.29.215.204:7777/rtp/239.253.93.204:6382
优漫卡通,http://121.29.215.204:8888/rtp/239.253.93.204:6382
「联通」付费数字,#genre#
北京纪实科教,http://121.29.133.109:8888/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.107:7777/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.107:8888/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.223:7777/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.223:8888/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.225:7777/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.169.225:8888/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.215.204:7777/rtp/239.253.93.190:6358
北京纪实科教,http://121.29.215.204:8888/rtp/239.253.93.190:6358
金鹰纪实,http://121.29.133.109:8888/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.107:7777/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.107:8888/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.223:7777/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.223:8888/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.225:7777/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.169.225:8888/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.215.204:7777/rtp/239.253.92.103:6054
金鹰纪实,http://121.29.215.204:8888/rtp/239.253.92.103:6054
快乐垂钓,http://121.29.133.109:8888/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.107:7777/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.107:8888/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.223:7777/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.223:8888/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.225:7777/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.169.225:8888/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.215.204:7777/rtp/239.253.93.213:6391
快乐垂钓,http://121.29.215.204:8888/rtp/239.253.93.213:6391
茶频道,http://121.29.133.109:8888/rtp/239.253.93.212:6390
茶频道,http://121.29.169.107:7777/rtp/239.253.93.212:6390
茶频道,http://121.29.169.107:8888/rtp/239.253.93.212:6390
茶频道,http://121.29.169.223:7777/rtp/239.253.93.212:6390
茶频道,http://121.29.169.223:8888/rtp/239.253.93.212:6390
茶频道,http://121.29.169.225:7777/rtp/239.253.93.212:6390
茶频道,http://121.29.169.225:8888/rtp/239.253.93.212:6390
茶频道,http://121.29.215.204:7777/rtp/239.253.93.212:6390
茶频道,http://121.29.215.204:8888/rtp/239.253.93.212:6390
河南文物宝库,http://121.29.133.109:8888/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.107:7777/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.107:8888/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.223:7777/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.223:8888/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.225:7777/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.169.225:8888/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.215.204:7777/rtp/239.253.93.180:6437
河南文物宝库,http://121.29.215.204:8888/rtp/239.253.93.180:6437
河南梨园频道,http://121.29.133.109:8888/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.107:7777/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.107:8888/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.223:7777/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.223:8888/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.225:7777/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.169.225:8888/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.215.204:7777/rtp/239.253.93.133:6441
河南梨园频道,http://121.29.215.204:8888/rtp/239.253.93.133:6441
河南武术世界,http://121.29.133.109:8888/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.107:7777/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.107:8888/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.223:7777/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.223:8888/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.225:7777/rtp/239.253.93.46:6434
河南武术世界,http://121.29.169.225:8888/rtp/239.253.93.46:6434
河南武术世界,http://121.29.215.204:7777/rtp/239.253.93.46:6434
河南武术世界,http://121.29.215.204:8888/rtp/239.253.93.46:6434
羽毛球专区,http://121.29.133.109:8888/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.107:7777/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.107:8888/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.223:7777/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.223:8888/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.225:7777/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.169.225:8888/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.215.204:7777/rtp/239.253.93.202:6380
羽毛球专区,http://121.29.215.204:8888/rtp/239.253.93.202:6380

「电信」央视高清,#genre#
CCTV-1综合,http://116.234.8.87:4022/rtp/239.45.3.145:5140
CCTV-1综合,http://222.67.24.171:1688/rtp/239.45.3.145:5140
CCTV-1综合,http://218.1.137.248:4022/rtp/239.45.3.145:5140
CCTV-2财经,http://116.234.8.87:4022/rtp/239.45.3.208:5140
CCTV-2财经,http://222.67.24.171:1688/rtp/239.45.3.208:5140
CCTV-2财经,http://218.1.137.248:4022/rtp/239.45.3.208:5140
CCTV-3综艺,http://116.234.8.87:4022/rtp/239.45.1.68:5140
CCTV-3综艺,http://222.67.24.171:1688/rtp/239.45.1.68:5140
CCTV-3综艺,http://218.1.137.248:4022/rtp/239.45.1.68:5140
CCTV-4中文国际,http://116.234.8.87:4022/rtp/239.45.0.2:5140
CCTV-4中文国际,http://222.67.24.171:1688/rtp/239.45.0.2:5140
CCTV-4中文国际,http://218.1.137.248:4022/rtp/239.45.0.2:5140
CCTV-5体育,http://116.234.8.87:4022/rtp/239.45.1.69:5140
CCTV-5体育,http://222.67.24.171:1688/rtp/239.45.1.69:5140
CCTV-5体育,http://218.1.137.248:4022/rtp/239.45.1.69:5140
CCTV-6电影,http://116.234.8.87:4022/rtp/239.45.1.70:5140
CCTV-6电影,http://222.67.24.171:1688/rtp/239.45.1.70:5140
CCTV-6电影,http://218.1.137.248:4022/rtp/239.45.1.70:5140
CCTV-7国防军事,http://116.234.8.87:4022/rtp/239.45.3.56:5140
CCTV-7国防军事,http://222.67.24.171:1688/rtp/239.45.3.56:5140
CCTV-7国防军事,http://218.1.137.248:4022/rtp/239.45.3.56:5140
CCTV-8电视剧,http://116.234.8.87:4022/rtp/239.45.1.71:5140
CCTV-8电视剧,http://222.67.24.171:1688/rtp/239.45.1.71:5140
CCTV-8电视剧,http://218.1.137.248:4022/rtp/239.45.1.71:5140
CCTV-9纪录,http://116.234.8.87:4022/rtp/239.45.3.4:5140
CCTV-9纪录,http://222.67.24.171:1688/rtp/239.45.3.4:5140
CCTV-9纪录,http://218.1.137.248:4022/rtp/239.45.3.4:5140
CCTV-10科教,http://116.234.8.87:4022/rtp/239.45.3.8:5140
CCTV-10科教,http://222.67.24.171:1688/rtp/239.45.3.8:5140
CCTV-10科教,http://218.1.137.248:4022/rtp/239.45.3.8:5140
CCTV-11戏曲,http://116.234.8.87:4022/rtp/239.45.1.196:5140
CCTV-11戏曲,http://222.67.24.171:1688/rtp/239.45.1.196:5140
CCTV-11戏曲,http://218.1.137.248:4022/rtp/239.45.1.196:5140
CCTV-12社会与法,http://116.234.8.87:4022/rtp/239.45.3.10:5140
CCTV-12社会与法,http://222.67.24.171:1688/rtp/239.45.3.10:5140
CCTV-12社会与法,http://218.1.137.248:4022/rtp/239.45.3.10:5140
CCTV-13新闻,http://116.234.8.87:4022/rtp/239.45.1.198:5140
CCTV-13新闻,http://222.67.24.171:1688/rtp/239.45.1.198:5140
CCTV-13新闻,http://218.1.137.248:4022/rtp/239.45.1.198:5140
CCTV-14少儿,http://116.234.8.87:4022/rtp/239.45.3.23:5140
CCTV-14少儿,http://222.67.24.171:1688/rtp/239.45.3.23:5140
CCTV-14少儿,http://218.1.137.248:4022/rtp/239.45.3.23:5140
CCTV-15音乐,http://116.234.8.87:4022/rtp/239.45.1.200:5140
CCTV-15音乐,http://222.67.24.171:1688/rtp/239.45.1.200:5140
CCTV-15音乐,http://218.1.137.248:4022/rtp/239.45.1.200:5140
CCTV-17农业农村,http://116.234.8.87:4022/rtp/239.45.3.52:5140
CCTV-17农业农村,http://222.67.24.171:1688/rtp/239.45.3.52:5140
CCTV-17农业农村,http://218.1.137.248:4022/rtp/239.45.3.52:5140
「电信」卫视高清,#genre#
东方卫视,http://116.234.8.87:4022/rtp/239.45.3.146:5140
东方卫视,http://222.67.24.171:1688/rtp/239.45.3.146:5140
东方卫视,http://218.1.137.248:4022/rtp/239.45.3.146:5140
北京卫视,http://116.234.8.87:4022/rtp/239.45.3.229:5140
北京卫视,http://222.67.24.171:1688/rtp/239.45.3.229:5140
北京卫视,http://218.1.137.248:4022/rtp/239.45.3.229:5140
江苏卫视,http://116.234.8.87:4022/rtp/239.45.3.177:5140
江苏卫视,http://222.67.24.171:1688/rtp/239.45.3.177:5140
江苏卫视,http://218.1.137.248:4022/rtp/239.45.3.177:5140
浙江卫视,http://116.234.8.87:4022/rtp/239.45.3.178:5140
浙江卫视,http://222.67.24.171:1688/rtp/239.45.3.178:5140
浙江卫视,http://218.1.137.248:4022/rtp/239.45.3.178:5140
湖北卫视,http://116.234.8.87:4022/rtp/239.45.3.239:5140
湖北卫视,http://222.67.24.171:1688/rtp/239.45.3.239:5140
湖北卫视,http://218.1.137.248:4022/rtp/239.45.3.239:5140
